Area,No. of Bedrooms,CarParking,LiftAvailable,Resale,Location,house_type,gated_community,Price
2250,3,Yes,Yes,Yes,Ashok Nagar,Individual,Yes,16.811242881518265
700,2,No,No,Yes,Sanath Nagar,Apartment,No,14.914123179965662
1715,3,Yes,Yes,Yes,Barkatpura,Apartment,Yes,16.213405921671733
1100,2,Yes,Yes,No,Manikonda,Apartment,No,15.414898336565054
2380,3,Yes,Yes,No,Kondapur,Individual,Yes,16.860033043306743
1430,3,Yes,Yes,No,ECIL,Apartment,Yes,15.608269694025564
1008,2,Yes,Yes,No,Beeramguda,Apartment,No,14.565038544550006
1225,2,Yes,Yes,No,Nizampet,Apartment,Yes,15.38412668421143
1175,3,No,No,No,Bachupally Road,Apartment,No,15.259130221775171
1580,3,Yes,Yes,No,Hitech City,Individual,Yes,16.081224279938375
1170,2,No,No,No,Madinaguda,Apartment,No,15.76142084987672
1055,2,No,Yes,No,Medchal,Apartment,No,15.226497775576945
1216,2,Yes,Yes,No,Kukatpally,Apartment,Yes,15.943742382861153
1780,3,Yes,Yes,No,Sanath Nagar,Apartment,Yes,16.51687183802978
2100,3,Yes,Yes,Yes,Bagh Amberpet,Individual,Yes,16.52356082573315
1597,3,Yes,Yes,No,Tellapur,Apartment,Yes,15.931766193248746
1200,2,Yes,Yes,Yes,BK Guda Internal Road,Apartment,No,15.46416937585933
1000,1,Yes,Yes,No,Hitech City,Individual,No,16.52356082573315
1585,3,Yes,Yes,No,ECIL Main Road,Apartment,Yes,15.662389484142102
1620,3,Yes,Yes,No,Gajularamaram,Apartment,Yes,16.034714150714915
2612,3,Yes,Yes,Yes,Yapral,Individual,Yes,16.15731646026544
1620,3,Yes,Yes,No,Gajulramaram Kukatpally,Apartment,Yes,16.050993954358013
1620,3,Yes,Yes,No,Gajulramaram Kukatpally,Apartment,Yes,16.034714150714915
1170,2,No,No,No,Madinaguda,Apartment,No,15.765412870577105
1680,3,Yes,Yes,No,Kokapet,Individual,Yes,16.300417291085605
1400,2,Yes,Yes,Yes,new nallakunta,Apartment,Yes,15.894952224644102
1400,3,Yes,Yes,No,Gachibowli,Individual,Yes,15.250119017571357
1585,3,Yes,Yes,No,ECIL Cross Road,Apartment,Yes,15.662389484142102
1620,3,Yes,Yes,No,Gajularamaram,Apartment,Yes,16.06680246183392
1232,2,Yes,Yes,No,BHEL,Apartment,Yes,15.341567078850604
1470,2,Yes,Yes,No,Sun City,Apartment,Yes,15.573368647930426
1555,3,Yes,Yes,No,Alwal,Apartment,Yes,15.643280625487053
1470,2,Yes,Yes,No,Hydershakote,Apartment,Yes,15.573368647930426
1360,2,Yes,Yes,No,Kukatpally,Apartment,Yes,16.056220353623203
1400,3,Yes,Yes,Yes,Nallakunta,Apartment,Yes,15.201805169084134
1090,2,Yes,Yes,No,Nizampet,Apartment,No,15.274125813221902
1170,2,No,No,No,Madinaguda,Apartment,No,15.601755014092607
1441,2,Yes,Yes,No,Kukatpally,Apartment,Yes,16.001561947061912
1735,3,No,Yes,No,Kokapet,Individual,Yes,16.166885910365842
3230,3,Yes,Yes,Yes,Nanakramguda,Individual,Yes,16.906553056777135
1271,2,Yes,Yes,No,Kokapet,Individual,Yes,15.869634419864939
750,2,No,No,Yes,BK Guda Road,Apartment,No,14.80876270134486
1740,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.300417291085605
1155,2,No,No,No,Bachupally Road,Apartment,No,15.240544987900307
1175,2,No,No,No,Bachupally Road,Apartment,No,15.319588176962744
1155,2,Yes,Yes,No,Bachupally Road,Apartment,No,15.294612196512677
1220,2,Yes,Yes,No,Nallagandla Road,Apartment,Yes,15.687312888712007
1320,2,Yes,Yes,No,Kondapur,Individual,Yes,16.166885910365842
3380,4,Yes,Yes,No,Kokapet,Individual,Yes,16.860033043306743
1482,2,Yes,No,Yes,Appa Junction Peerancheru,Apartment,No,16.118095750958314
1860,3,Yes,Yes,No,Nallagandla Gachibowli,Individual,Yes,16.300417291085605
1500,3,Yes,No,No,Kapra,Apartment,No,15.640060011305629
1170,2,No,No,No,Madinaguda,Apartment,No,15.732433317205148
1270,2,Yes,Yes,No,Kokapet,Individual,Yes,15.958161730385333
1735,3,No,Yes,No,Kokapet,Individual,Yes,16.231424425551033
1735,3,No,Yes,No,Kokapet,Individual,Yes,16.213405921671733
1216,2,Yes,Yes,No,Kukatpally,Apartment,Yes,16.213405921671733
1755,3,Yes,Yes,No,IDPL Colony,Apartment,Yes,16.204273438942487
1665,3,Yes,Yes,No,Balanagar,Apartment,Yes,16.166885910365842
1620,3,Yes,Yes,No,Gajulramaram Kukatpally,Apartment,Yes,15.92693514549716
1130,2,Yes,Yes,No,Pragathi Nagar,Apartment,No,15.341567078850604
1100,2,Yes,Yes,No,Kukatpally,Apartment,No,15.555976908243359
1160,2,Yes,Yes,Yes,ECIL,Apartment,No,15.399015293626364
1490,3,Yes,Yes,No,Kondapur,Individual,Yes,16.240313283682568
1300,3,Yes,Yes,No,Ramnagar Gundu,Apartment,Yes,15.424948670398354
1280,3,Yes,Yes,No,Ramnagar Gundu,Apartment,Yes,15.319588176962744
1000,2,Yes,Yes,Yes,Nallakunta,Apartment,No,15.319588176962744
2875,4,Yes,Yes,Yes,Attapur,Individual,Yes,16.204273438942487
2744,4,Yes,Yes,Yes,Padmarao Nagar,Individual,Yes,16.929025911619092
2192,3,Yes,Yes,No,Kondapur,Individual,Yes,16.166885910365842
550,1,Yes,Yes,No,Moula Ali,Apartment,No,14.652758515398315
1875,3,Yes,Yes,Yes,Shaikpet,Individual,Yes,16.52356082573315
1460,3,Yes,Yes,No,Narsingi,Apartment,Yes,15.832943841356563
1680,3,Yes,Yes,No,Kokapet,Individual,Yes,16.231424425551033
1515,3,Yes,Yes,No,Suchitra,Apartment,Yes,15.666010679373489
1500,5,Yes,Yes,No,Alkapur township,Apartment,Yes,15.687312888712007
1050,3,No,No,No,Kondapur,Individual,No,15.319588176962744
1600,3,Yes,Yes,No,Gachibowli,Individual,Yes,15.89470219342015
1511,2,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.991511612343356
2141,3,Yes,Yes,Yes,Banjara Hills Road Number 12,Individual,Yes,16.951004817371683
1670,3,Yes,Yes,No,Narsingi,Apartment,Yes,15.970059688086382
1931,3,Yes,Yes,No,Kukatpally,Individual,Yes,16.40327466837995
1782,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.257857680289995
1441,2,Yes,Yes,No,Kukatpally,Apartment,Yes,16.056220353623203
1515,3,Yes,Yes,No,Suchitra,Apartment,Yes,15.666010679373489
1165,2,No,No,No,ECIL Main Road,Apartment,No,15.444751293772965
1740,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.300417291085605
1360,2,Yes,Yes,No,Kukatpally,Apartment,Yes,16.054303624457617
1110,2,No,No,No,Pragathi Nagar Kukatpally,Apartment,No,15.319588176962744
1675,3,Yes,Yes,Yes,Chandanagar,Apartment,Yes,16.213405921671733
1725,3,Yes,Yes,No,Gopanpally,Apartment,Yes,16.213405921671733
1255,2,Yes,Yes,No,Nagole,Apartment,Yes,15.546635165740135
1505,3,Yes,Yes,Yes,Kondapur,Individual,Yes,16.454567959008102
1090,2,Yes,Yes,No,Kukatpally,Apartment,No,15.775464487021523
1695,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.204273438942487
1315,2,Yes,Yes,No,Kondapur,Individual,Yes,15.90675726862691
1885,3,Yes,Yes,No,Kondapur,Individual,Yes,16.249123913364723
1180,2,Yes,Yes,No,Gajularamaram,Apartment,No,15.474881029405317
1555,3,Yes,Yes,No,Gajularamaram,Apartment,Yes,15.751514805179436
1728,3,Yes,Yes,Yes,Gachibowli,Individual,Yes,16.41820031748273
1189,2,Yes,No,Yes,Panchavati Colony Manikonda,Apartment,No,15.607270193858982
1100,2,No,No,No,Manikonda,Apartment,No,15.607270193858982
1735,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.213405921671733
2192,3,Yes,Yes,No,Kondapur,Individual,Yes,16.166885910365842
1075,2,No,No,No,Kompally,Apartment,No,15.222832531074252
1265,2,No,No,No,Kompally,Apartment,No,15.303232937600857
1782,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.54987813231892
4829,4,Yes,Yes,No,Gachibowli,Individual,Yes,17.01418371633128
1279,2,Yes,Yes,No,Kukatpally,Apartment,Yes,15.992872619544368
1216,2,Yes,Yes,No,Kukatpally,Apartment,Yes,15.942432001032143
1441,2,Yes,Yes,No,Kukatpally,Apartment,Yes,16.112178277787777
1200,2,Yes,Yes,No,Narsingi,Apartment,No,15.636828991246158
1150,2,Yes,Yes,No,Bachupally,Apartment,No,15.283385136491306
1475,3,Yes,Yes,No,Bachupally,Apartment,Yes,15.522075362617283
1100,2,Yes,Yes,No,Kompally,Apartment,No,15.434898999271324
1470,3,Yes,Yes,No,Chandanagar,Apartment,Yes,16.04552506565036
1780,3,Yes,Yes,No,Serilingampally,Apartment,Yes,16.380459992348886
2460,3,Yes,Yes,Yes,Manikonda,Individual,Yes,16.733281344102604
2540,3,Yes,Yes,Yes,Kokapet,Individual,Yes,16.677711496036597
1130,2,Yes,Yes,No,Nanakramguda,Apartment,No,15.624127308139434
1495,3,Yes,Yes,No,Nanakramguda,Apartment,Yes,15.90366416416186
1395,2,Yes,Yes,No,Nanakramguda,Apartment,Yes,15.83480405955706
1275,2,Yes,Yes,No,Nanakramguda,Apartment,Yes,15.744855690144892
2630,4,Yes,Yes,No,Kokapet,Individual,Yes,16.648723960844016
2630,4,Yes,Yes,No,Kokapet,Individual,Yes,16.648723960844016
1700,3,Yes,Yes,Yes,Tellapur,Apartment,Yes,15.894952224644102
2630,4,Yes,Yes,No,Kokapet,Individual,Yes,16.727861276927037
1230,2,No,No,No,Bachupally,Apartment,No,15.319588176962744
1000,2,Yes,Yes,No,Pragati Nagar,Apartment,No,15.096444681204076
1150,2,Yes,No,No,Bachupally Road,Apartment,No,15.068273812173887
1195,3,Yes,Yes,No,Nallakunta,Apartment,No,15.201805169084134
1050,2,No,No,Yes,New Maruthi Nagar,Apartment,No,15.46416937585933
1122,2,No,No,No,Tarnaka,Apartment,No,15.590463078367458
1710,3,Yes,Yes,No,Kondapur,Individual,Yes,16.40327466837995
1600,3,Yes,Yes,No,Nanakramguda,Apartment,Yes,15.89470219342015
2020,3,Yes,Yes,No,Kondapur,Individual,Yes,16.166885910365842
1220,2,No,No,No,Bachupally Road,Apartment,No,15.240544987900307
1165,2,Yes,Yes,No,Kondapur,Individual,No,15.708622672055014
1775,3,Yes,Yes,No,Bandlaguda Jagir,Apartment,Yes,15.607270193858982
1662,3,Yes,Yes,No,Gachibowli,Individual,Yes,16.58809934270405
1770,3,Yes,Yes,No,Nanakramguda,Apartment,Yes,16.072889162744634
1050,2,No,Yes,Yes,Kukatpally,Apartment,No,15.520258832020865
1515,3,Yes,No,No,Suchitra,Apartment,No,15.666010679373489
2815,3,Yes,Yes,No,Kondapur,Individual,Yes,16.41820031748273
2191,3,Yes,Yes,No,Kondapur,Individual,Yes,16.166885910365842
2813,3,Yes,Yes,No,Kondapur,Individual,Yes,16.41820031748273
1535,3,Yes,Yes,No,Kokapet,Individual,Yes,16.068590336129603
1535,3,Yes,Yes,No,Kokapet,Individual,Yes,16.068590336129603
1535,3,Yes,Yes,No,Kokapet,Individual,Yes,16.00189896887749
2630,4,Yes,Yes,No,Kokapet,Individual,Yes,16.60667566577699
2630,4,Yes,Yes,No,Kokapet,Individual,Yes,16.60667566577699
2630,4,Yes,Yes,No,Kokapet,Individual,Yes,16.60667566577699
2630,4,Yes,Yes,No,Kokapet,Individual,Yes,16.536806051605975
2630,4,Yes,Yes,No,Kokapet,Individual,Yes,16.536806051605975
1050,2,No,No,No,Madhavaram Nagar Colony,Apartment,No,15.319588176962744
2607,3,Yes,Yes,No,Kondapur,Individual,Yes,16.341239282272525
1535,3,Yes,Yes,No,Kokapet,Individual,Yes,16.300417291085605
1185,2,Yes,Yes,No,Gajulramaram Kukatpally,Apartment,No,14.901375611419546
1730,3,Yes,Yes,Yes,Nanakramguda,Apartment,Yes,16.489659276356317
1834,3,Yes,Yes,Yes,Manikonda,Individual,Yes,16.52356082573315
2025,4,Yes,Yes,Yes,Miyapur Bachupally Road,Individual,Yes,15.789591722875162
1000,2,Yes,No,No,Pragathi Nagar Road,Apartment,No,15.123843647884685
1580,3,Yes,Yes,No,Hitech City,Individual,Yes,16.097893045681612
2615,3,Yes,Yes,No,Gachibowli,Individual,Yes,16.380459992348886
2191,3,Yes,Yes,Yes,Kondapur,Individual,Yes,16.575520561288332
1190,2,No,No,No,nizampet road,Apartment,No,15.341567078850604
1270,2,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.822112687911886
2100,3,Yes,No,Yes,Kokapeta Village,Individual,No,16.410765339548004
1100,2,No,No,No,Kompally,Apartment,No,15.38412668421143
900,2,Yes,No,Yes,Nallakunta,Apartment,No,15.150511887854474
1865,3,Yes,Yes,Yes,Hitech City,Individual,Yes,16.308716093211594
1589,3,Yes,Yes,No,Alwal,Apartment,Yes,15.88868261241667
2025,3,Yes,Yes,Yes,Somajiguda,Individual,Yes,16.166885910365842
2270,3,Yes,Yes,No,Nanakramguda,Individual,Yes,16.489659276356317
1615,3,Yes,Yes,Yes,Kondapur,Individual,Yes,16.454567959008102
1745,3,Yes,Yes,No,Nanakramguda,Apartment,Yes,16.231424425551033
960,2,No,No,Yes,Nanakramguda,Apartment,No,15.830413711839864
1190,2,No,No,No,Bachupally,Apartment,No,15.350440633694094
2615,3,Yes,Yes,No,Nanakramguda,Individual,Yes,16.624913313567735
2800,3,Yes,Yes,No,Kondapur,Individual,Yes,16.410765339548004
2600,3,Yes,Yes,No,Kondapur,Individual,Yes,16.33320711122042
2452,3,Yes,Yes,No,Kondapur,Individual,Yes,16.275099485238066
1604,3,No,No,No,Madinaguda,Apartment,No,15.520258832020865
1050,2,Yes,Yes,Yes,HMT Hills,Apartment,No,15.520258832020865
1620,3,No,No,No,Gajularamaram,Apartment,No,15.894952224644102
2540,3,Yes,Yes,No,Kokapet,Individual,Yes,16.58809934270405
2160,3,Yes,Yes,Yes,Hitech City,Individual,Yes,16.52356082573315
1630,3,Yes,Yes,No,Toli Chowki,Apartment,Yes,15.76142084987672
1050,2,Yes,No,Yes,Tilak Nagar,Apartment,No,15.50190969671967
1150,2,Yes,Yes,No,Hitech City,Individual,No,15.176487367510099
2265,3,Yes,Yes,Yes,Hitech City,Individual,Yes,16.51013780630191
1035,2,No,No,Yes,Chititra Medchal,Apartment,No,15.424948670398354
1500,3,Yes,Yes,Yes,Madhapur,Individual,Yes,15.894952224644102
1688,3,Yes,Yes,Yes,Somajiguda,Apartment,Yes,16.097893045681612
1100,2,Yes,Yes,No,Pragathi Nagar,Apartment,No,15.341567078850604
1875,3,Yes,Yes,No,Kokapet,Individual,Yes,16.308716093211594
1050,2,No,No,Yes,BK Guda Road,Apartment,No,15.250595321348806
1800,3,Yes,Yes,Yes,Appa Junction Peerancheru,Apartment,Yes,16.118095750958314
2385,3,Yes,Yes,Yes,Shaikpet,Individual,Yes,16.52356082573315
1800,3,Yes,Yes,Yes,Nanakramguda,Apartment,Yes,16.231424425551033
2607,3,Yes,Yes,Yes,Kondapur,Individual,Yes,16.811242881518265
2865,4,Yes,Yes,Yes,Madhapur,Individual,Yes,17.065885088651534
1125,2,Yes,No,No,Pragathi Nagar Kukatpally,Apartment,No,15.216693777883304
2050,3,No,No,No,Serilingampally,Individual,No,16.454567959008102
1300,3,No,No,No,muthangi,Apartment,No,14.99416586199818
1240,2,No,No,No,Madinaguda,Apartment,No,15.053885078862573
1665,3,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,16.103489600040287
1265,2,Yes,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.835202227934717
2644,3,Yes,Yes,No,Nanakramguda,Individual,Yes,16.096054622310017
1000,2,No,No,No,Beeramguda,Apartment,No,14.731801689838349
1550,3,Yes,Yes,Yes,Central Excise Colony Hyderabad,Apartment,Yes,15.687312888712007
4500,5,No,No,Yes,Miyapur,Individual,No,16.705882371415992
1640,3,No,No,No,Madinaguda,Apartment,No,15.483217567201578
1150,2,Yes,Yes,No,Madhapur,Individual,No,15.176487367510099
1150,2,Yes,Yes,No,Beeramguda,Apartment,No,15.176487367510099
1770,3,Yes,Yes,No,Kondapur,Individual,Yes,16.185754392890075
1960,3,No,No,Yes,Himayat Nagar,Individual,No,16.300417291085605
980,2,Yes,Yes,Yes,Bowenpally,Apartment,No,15.150511887854474
1195,2,Yes,Yes,No,Kondapur,Individual,No,15.830413711839864
1200,2,No,No,No,Ashok Nagar,Apartment,No,16.012735246411598
1590,3,No,No,No,Ashok Nagar,Apartment,No,16.300417291085605
2220,3,Yes,Yes,Yes,Nanakramguda,Individual,Yes,16.52356082573315
1592,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.349207451286784
1380,3,Yes,Yes,Yes,Barkatpura,Apartment,Yes,15.687312888712007
1640,3,No,No,No,Madinaguda,Apartment,No,15.520258832020865
1240,2,No,No,No,Madinaguda,Apartment,No,15.129234495066497
1300,3,No,No,No,Isnapur,Apartment,No,14.978661680269905
1160,2,Yes,Yes,No,Nacharam,Apartment,No,15.53827733427679
1695,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.231424425551033
1275,2,Yes,Yes,Yes,Gachibowli,Individual,Yes,16.257857680289995
1350,2,Yes,Yes,Yes,Kokapet,Individual,Yes,16.13789837629371
1250,3,Yes,Yes,Yes,D D Colony,Apartment,Yes,15.656060350091908
2500,3,No,No,Yes,DD Colony,Individual,No,16.41820031748273
3258,4,Yes,Yes,Yes,Nanakramguda,Individual,Yes,16.93787552650449
1165,2,Yes,Yes,No,Miyapur,Apartment,No,15.472213853632352
1250,3,No,No,Yes,Ramnagar Gundu,Apartment,No,15.46416937585933
1300,3,No,No,No,Patancheru Shankarpalli Road,Apartment,No,15.201805169084134
950,2,No,No,No,Patancheru,Apartment,No,14.690979711984754
1100,3,No,No,No,BHEL,Apartment,No,14.946912992035967
1007,2,No,No,No,Jhangir Pet,Apartment,No,14.51563384878485
1640,3,Yes,Yes,No,Gajulramaram Kukatpally,Apartment,Yes,15.185675791219289
2925,4,No,No,No,Serilingampally,Individual,No,16.496532155171714
1710,3,Yes,Yes,Yes,Kondapur,Individual,Yes,16.380459992348886
2664,3,Yes,Yes,No,Nanakramguda,Individual,Yes,16.096054622310017
2000,3,Yes,Yes,No,Nanakramguda,Individual,Yes,15.816990693309524
1150,2,Yes,No,No,Almasguda,Apartment,No,15.38412668421143
1150,2,Yes,Yes,No,Pragathi Nagar,Apartment,No,15.236206587347361
1145,2,No,No,No,Ashok Nagar,Apartment,No,15.955576839107596
1900,3,Yes,Yes,Yes,Kondapur,Individual,Yes,16.61887099947687
1580,3,Yes,Yes,Yes,Hitech City,Individual,Yes,16.118095750958314
2192,3,Yes,Yes,No,Kondapur,Individual,Yes,16.166885910365842
2595,3,Yes,Yes,Yes,Hitech City,Individual,Yes,16.835935492889124
960,2,Yes,Yes,Yes,Himayat Nagar,Apartment,No,15.56644820628317
1665,3,No,No,No,Madinaguda,Apartment,No,15.520258832020865
1735,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.316946591670693
1360,2,Yes,Yes,No,Kukatpally,Apartment,Yes,16.077273760604726
1208,2,Yes,Yes,No,Kukatpally,Apartment,Yes,15.955576839107596
1740,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.316946591670693
1200,2,No,No,No,Bachupally,Apartment,No,15.35880888156902
1240,2,No,No,No,Bachupally,Apartment,No,15.391598697499264
1600,3,No,No,No,Bachupally,Apartment,No,15.646490900602007
1270,2,No,No,No,Bachupally,Apartment,No,15.415504213468193
1080,2,Yes,Yes,No,Alwal,Apartment,No,15.278766191701747
1020,2,Yes,Yes,No,Allwyn Colony,Apartment,No,15.394489469099211
1145,2,Yes,Yes,No,Miyapur Bachupally Road,Apartment,No,15.38412668421143
1575,3,Yes,Yes,No,Chandanagar,Apartment,Yes,15.898944120913647
1700,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.14765455028724
1730,2,Yes,Yes,No,Kukatpally,Apartment,Yes,16.166885910365842
1090,2,Yes,Yes,No,Kukatpally,Apartment,No,15.70997702538459
2300,3,Yes,No,No,BK Guda Road,Individual,No,16.648723960844016
1147,2,No,No,No,Adibatla,Apartment,No,15.319588176962744
2021,3,Yes,Yes,No,Ashok Nagar,Individual,Yes,16.357112630168974
1125,2,Yes,Yes,No,Gajulramaram Kukatpally,Apartment,No,14.981781806632629
2230,3,Yes,Yes,Yes,Nanakramguda,Individual,Yes,16.52356082573315
1834,3,Yes,Yes,Yes,Manikonda,Individual,Yes,16.600521861931004
1834,3,Yes,Yes,Yes,Manikonda,Individual,Yes,16.58809934270405
1314,2,Yes,Yes,Yes,Manikonda,Apartment,Yes,16.118095750958314
1200,3,No,No,No,Patancheru,Apartment,No,14.978661680269905
1300,3,No,No,No,Patancheru,Apartment,No,14.99416586199818
1600,3,Yes,Yes,Yes,DD Colony,Apartment,Yes,16.012735246411598
1513,3,Yes,Yes,No,Pragathi Nagar Kukatpally,Apartment,Yes,15.732433317205148
1557,3,Yes,Yes,Yes,Sanath Nagar,Apartment,Yes,16.213405921671733
1300,3,No,No,No,Patancheru,Apartment,No,14.946912992035967
2025,3,Yes,Yes,Yes,Sri Nagar Colony,Individual,Yes,16.341239282272525
1260,2,Yes,Yes,Yes,Sri Nagar Colony,Apartment,Yes,15.869634419864939
1834,3,Yes,Yes,Yes,Manikonda,Individual,Yes,16.489659276356317
1580,3,Yes,Yes,Yes,Tellapur,Apartment,Yes,15.789591722875162
1860,3,Yes,Yes,No,Nanakramguda,Individual,Yes,16.454567959008102
1005,2,No,No,No,financial District,Apartment,No,14.608955912123514
1200,2,Yes,Yes,No,Beeramguda Road,Apartment,No,15.068273812173887
1057,2,Yes,Yes,Yes,Bandlaguda Jagir,Apartment,No,14.914123179965662
2122,3,Yes,Yes,No,Ashok Nagar,Individual,Yes,16.40327466837995
910,2,No,No,No,Patancheru,Apartment,No,14.978661680269905
1375,3,No,No,No,Pati,Apartment,No,15.201805169084134
1001,2,No,No,No,Nagole,Apartment,No,14.509657738357678
2000,3,Yes,Yes,No,Kondapur,Individual,Yes,16.118095750958314
2250,4,No,No,No,Hitech City,Individual,No,16.648723960844016
3195,3,No,No,No,Kondapur,Individual,No,16.88356353960952
1735,3,No,Yes,No,Kokapet,Individual,Yes,16.071213769858016
1500,3,No,No,No,Kondapur,Individual,No,15.919644834185693
910,2,Yes,Yes,No,Patancheru,Apartment,No,15.009433329466965
1005,2,Yes,Yes,No,Karimnagar,Apartment,No,15.068273812173887
1150,2,No,Yes,Yes,Bagh Amberpet,Apartment,No,15.520258832020865
1002,2,No,No,No,Miyapur,Apartment,No,15.070271814266272
1013,2,No,No,No,Miyapur,Apartment,No,15.081049000035772
1005,2,No,No,No,Miyapur,Apartment,No,15.073119195789317
1007,2,No,No,No,Miyapur,Apartment,No,15.075107549806612
1012,2,No,No,No,Miyapur,Apartment,No,15.080202379651245
1010,2,No,No,No,Adibatla,Apartment,No,14.519598173122272
1010,2,No,No,No,Nagole,Apartment,No,14.518608564426769
1400,3,No,No,No,Nagole,Apartment,No,14.845130332288225
1665,3,No,No,No,Kollur Road,Apartment,No,15.555976908243359
1002,2,No,No,No,Medchal,Apartment,No,15.203803171247804
1050,2,No,No,No,Adibatla,Apartment,No,14.603968372873895
1350,3,No,No,No,Sun City Padmasri Estates,Apartment,No,15.520258832020865
2200,3,Yes,Yes,Yes,Chaitanyapuri,Individual,Yes,16.04552506565036
2000,3,Yes,Yes,Yes,Chaitanyapuri,Individual,Yes,16.034714150714915
1600,3,Yes,Yes,Yes,Chaitanyapuri,Apartment,Yes,16.04552506565036
1691,3,Yes,Yes,Yes,Chaitanyapuri,Apartment,Yes,16.04552506565036
1500,3,Yes,Yes,Yes,Chaitanyapuri,Apartment,Yes,16.04552506565036
1175,2,Yes,Yes,No,Pragathi Nagar Kukatpally,Apartment,No,15.096444681204076
1600,3,Yes,Yes,No,Chandanagar,Apartment,Yes,15.950859849785708
1150,2,Yes,Yes,No,Chandanagar,Apartment,No,15.63439885678657
1090,2,Yes,Yes,No,Kukatpally,Apartment,No,15.634885356352397
1190,2,Yes,Yes,No,Miyapur,Apartment,No,15.977913735406771
1920,3,Yes,Yes,No,Miyapur,Individual,Yes,16.185754392890075
1905,3,Yes,Yes,No,Miyapur,Individual,Yes,16.185754392890075
1295,2,Yes,Yes,No,Kondapur,Individual,Yes,16.231424425551033
3380,4,Yes,Yes,Yes,Kokapet,Individual,Yes,16.929025911619092
2600,3,Yes,Yes,Yes,Nandagiri Hills,Individual,Yes,16.91108821173685
2100,3,Yes,Yes,No,Whitefield,Individual,Yes,16.204273438942487
2600,3,Yes,Yes,No,Nandagiri Hills,Individual,Yes,16.91108821173685
1765,3,Yes,Yes,No,Balanagar,Apartment,Yes,15.664595251192763
1940,3,Yes,Yes,No,Balanagar,Individual,Yes,15.759132519685986
2445,3,Yes,Yes,No,Jubilee Hills,Individual,Yes,16.61887099947687
1830,3,No,No,Yes,Kokapet,Individual,No,16.300417291085605
1125,4,No,No,Yes,Kismatpur,Apartment,No,15.424948670398354
1300,3,No,No,No,Patancheru,Apartment,No,14.978661680269905
910,2,No,No,No,Patancheru,Apartment,No,14.99416586199818
1550,3,No,No,No,Pati,Apartment,No,15.373655386537116
1650,3,No,No,No,Patancheru,Apartment,No,15.38412668421143
1475,3,No,No,No,Pati,Apartment,No,15.330638010707329
1475,3,No,No,No,Pati,Apartment,No,15.238619133170706
1500,2,No,No,No,Patancheru,Apartment,No,15.082458443141698
1550,3,No,No,No,Pati,Apartment,No,15.308414878861498
1400,3,No,No,No,Pati,Apartment,No,15.176487367510099
1350,2,No,No,No,Patancheru,Apartment,No,15.150511887854474
1475,3,No,No,No,Pati,Apartment,No,15.26242977619469
1650,3,No,No,No,Pati,Apartment,No,15.394489469099211
1375,2,No,No,No,Patancheru,Apartment,No,15.21422768599627
1475,3,No,No,No,Pati,Apartment,No,15.319588176962744
1000,2,No,No,No,Dr A S Rao Nagar Rd,Apartment,No,15.38412668421143
1950,3,Yes,Yes,Yes,Tellapur,Individual,Yes,15.967272877502799
1050,2,Yes,Yes,No,Dullapally,Apartment,No,15.11706396273788
1535,3,Yes,Yes,No,Kondapur,Individual,Yes,15.984450080387171
1550,3,Yes,No,No,KPHB,Apartment,No,15.931766193248746
1510,3,Yes,No,No,Vivekananda Nagar Colony,Apartment,No,15.978833698567334
920,3,No,No,Yes,Boduppal,Apartment,No,15.201805169084134
1742,3,Yes,Yes,Yes,Gachibowli,Individual,Yes,16.43290646379105
2750,3,Yes,Yes,Yes,Gachibowli,Individual,Yes,16.61887099947687
1160,2,Yes,Yes,No,Ameenpur,Apartment,No,15.33764636024086
2450,4,Yes,Yes,No,Manikonda,Individual,Yes,16.231424425551033
1100,2,No,No,No,LB Nagar,Apartment,No,15.341567078850604
1250,2,No,No,No,financial District,Apartment,No,15.03190617858502
1250,2,No,No,No,Kollur Road,Apartment,No,15.274125813221902
1200,2,No,No,No,Adibatla,Apartment,No,14.845130332288225
1006,2,No,No,No,Miyapur,Apartment,No,15.074255882147373
1200,2,No,No,No,Kollur Road,Apartment,No,15.319588176962744
1250,2,No,No,No,Kollur Road,Apartment,No,15.26242977619469
1250,2,No,No,No,Kollur Road,Apartment,No,15.341567078850604
1205,2,No,No,No,Kollur Road,Apartment,No,15.254634769864072
1206,2,No,No,No,Kollur Road,Apartment,No,15.255582861675292
1208,2,No,No,No,Kollur,Apartment,No,15.257239862490685
1202,2,No,No,No,Kollur Road,Apartment,No,15.252260600271702
