Area,No. of Bedrooms,CarParking,LiftAvailable,Resale,Location,house_type,gated_community,Price
1860,3,Yes,Yes,No,Kukatpally,Individual,Yes,16.249123913364723
1860,3,Yes,Yes,No,Kukatpally,Individual,Yes,16.249123913364723
955,2,Yes,Yes,No,Nallagandla Gachibowli,Apartment,No,15.319588176962744
1155,2,Yes,Yes,No,Gandipet,Apartment,No,15.319588176962744
1120,2,No,No,No,Nizampet,Apartment,No,15.068273812173887
850,2,No,No,No,Nizampet,Apartment,No,15.068273812173887
1000,2,No,No,No,Kachiguda,Apartment,No,15.150511887854474
1000,2,No,No,No,Kachiguda,Apartment,No,15.150511887854474
966,2,No,No,No,Narsingi,Apartment,No,15.191754835755884
1050,2,No,Yes,No,Mehdipatnam,Apartment,No,15.226497775576945
1575,3,No,Yes,No,Alwal,Apartment,Yes,15.520258832020865
1700,3,No,Yes,No,Nacharam,Apartment,Yes,16.077273760604726
1535,3,No,Yes,No,Pragathi Nagar Kukatpally,Apartment,Yes,15.731697752734405
940,2,No,No,No,Nizampet,Apartment,No,15.096444681204076
1060,2,No,No,No,Nizampet,Apartment,No,15.039286283703992
1015,2,No,No,No,Nizampet,Apartment,No,15.068273812173887
1015,2,No,No,No,Nizampet,Apartment,No,15.068273812173887
1600,3,No,Yes,No,Narsingi,Apartment,Yes,15.424948670398354
1150,2,No,Yes,Yes,Kondapur,Individual,No,15.76142084987672
1500,2,No,Yes,No,Narsingi,Apartment,Yes,15.520258832020865
1000,2,No,No,No,Nizampet,Apartment,No,15.168765323403864
1208,2,No,Yes,No,Kompally,Apartment,Yes,15.573368647930426
1000,2,No,Yes,Yes,Toli Chowki,Apartment,No,15.36307327944622
1700,3,No,Yes,No,Kukatpally,Apartment,Yes,16.240313283682568
1170,2,No,Yes,No,Masab Tank,Apartment,No,15.319588176962744
1090,2,No,No,No,Kukatpally,Apartment,No,15.80571110253419
1090,2,No,Yes,No,Kukatpally,Apartment,No,15.80571110253419
1050,2,No,No,No,Nizampet,Apartment,No,15.150511887854474
1425,3,No,Yes,No,Malkajgiri,Apartment,Yes,15.394489469099211
1060,2,No,No,No,Bolarum,Apartment,No,15.20430204865928
1130,2,No,No,No,Bachupally,Apartment,No,15.082458443141698
930,2,No,No,No,Nizampet,Apartment,No,15.009433329466965
1085,2,No,No,No,Nizampet,Apartment,No,15.068273812173887
1420,3,No,Yes,No,Toli Chowki,Apartment,Yes,15.830413711839864
1120,2,No,No,No,Nizampet,Apartment,No,15.341567078850604
1506,2,No,No,No,Appa Junction,Apartment,No,15.955576839107596
1506,2,No,Yes,No,Appa Junction,Apartment,Yes,15.955576839107596
1650,3,No,No,No,Nagole,Apartment,No,15.520258832020865
1650,3,No,Yes,No,Nagole,Apartment,Yes,15.520258832020865
1200,2,No,No,No,Nizampet,Apartment,No,15.176487367510099
1145,2,No,Yes,No,Alwal,Apartment,No,15.337209774430955
2450,3,No,Yes,No,Kondapur,Individual,Yes,16.52356082573315
1425,3,No,Yes,No,Alwal,Apartment,Yes,15.555976908243359
1720,3,No,Yes,No,Mehdipatnam,Apartment,Yes,15.789591722875162
2405,3,No,Yes,No,Nanakramguda,Individual,Yes,16.811242881518265
1725,3,No,Yes,No,Chandanagar,Apartment,Yes,15.989921425909921
1730,3,No,Yes,No,Kukatpally,Apartment,Yes,16.166885910365842
2000,3,Yes,Yes,Yes,Miyapur,Individual,Yes,16.118095750958314
1295,2,Yes,Yes,Yes,Kondapur,Individual,Yes,16.118095750958314
1490,3,Yes,Yes,Yes,Kondapur,Individual,Yes,16.300417291085605
1905,3,No,No,No,Miyapur,Individual,No,16.185754392890075
1905,3,No,Yes,No,Miyapur,Individual,Yes,16.185754392890075
1525,3,No,Yes,No,Kondapur,Individual,Yes,15.88237344401952
1120,2,No,No,No,Manikonda,Apartment,No,15.404745967162466
1080,3,No,No,No,Qutub Shahi Tombs,Apartment,No,15.150511887854474
950,2,No,No,No,Toli Chowki,Apartment,No,15.201805169084134
2700,3,No,No,No,Manikonda,Individual,No,16.41820031748273
1755,3,No,No,No,Narsingi,Apartment,No,16.118095750958314
1755,3,No,Yes,No,Narsingi,Apartment,Yes,16.118095750958314
1216,2,No,Yes,No,Puppalaguda,Apartment,Yes,15.640060011305629
1210,2,No,Yes,No,Nallagandla Gachibowli,Apartment,Yes,15.76142084987672
1525,3,No,No,No,Kondapur,Individual,No,15.88237344401952
1340,2,No,Yes,No,Puppalaguda,Apartment,Yes,15.717618233614914
1725,2,No,Yes,No,Chandanagar,Apartment,Yes,15.949913776033268
2070,3,No,Yes,Yes,Banjara Hills,Individual,Yes,16.811242881518265
1670,3,No,Yes,No,Jubilee Hills,Individual,Yes,16.341239282272525
1150,2,No,No,No,East Marredpally,Apartment,No,15.919644834185693
1150,2,No,Yes,No,Kondapur,Individual,No,15.747032114495013
1600,3,No,No,No,Narsingi,Apartment,No,16.015619970160124
2786,3,No,Yes,No,Narsingi,Individual,Yes,16.716932206992077
1525,3,No,No,No,Kondapur,Individual,No,15.955576839107596
1555,3,No,Yes,No,Gajularamaram,Apartment,Yes,15.692070782000691
1315,2,Yes,Yes,No,Kondapur,Individual,Yes,15.90675726862691
2050,3,No,Yes,No,Kondapur,Individual,Yes,16.454567959008102
1675,3,No,Yes,No,Kukatpally,Apartment,Yes,16.13789837629371
1725,3,No,Yes,No,Gandipet,Apartment,Yes,16.118095750958314
3200,3,No,Yes,No,Jubilee Hills,Individual,Yes,16.993564429978885
1900,3,No,Yes,No,Jubilee Hills,Individual,Yes,16.906553056777135
1880,3,No,Yes,No,Kondapur,Individual,Yes,16.87890152672105
2050,3,No,Yes,No,Kondapur,Individual,Yes,16.58809934270405
2665,3,No,Yes,No,Gandipet,Individual,Yes,16.52356082573315
1216,2,No,Yes,No,Kukatpally,Apartment,Yes,15.955576839107596
2220,3,No,Yes,No,Kokapet,Individual,Yes,16.5563506464056
3015,3,No,Yes,No,Madhapur,Individual,Yes,16.845644306544774
1430,3,No,Yes,No,Gachibowli,Individual,Yes,16.166885910365842
1695,3,No,Yes,No,Kukatpally,Apartment,Yes,16.14765455028724
1815,3,Yes,Yes,No,Kondapur,Individual,Yes,16.213405921671733
1630,3,Yes,Yes,No,Kondapur,Individual,Yes,16.117195345805232
1620,3,No,No,No,Chandanagar,Apartment,No,15.89670069495985
1200,2,No,No,No,Kistareddypet,Apartment,No,15.201805169084134
1650,2,No,Yes,Yes,West Marredpally,Apartment,Yes,16.341239282272525
1550,3,No,Yes,No,Kukatpally,Apartment,Yes,16.004366997674786
1535,3,Yes,Yes,No,Kondapur,Individual,Yes,16.045094865646973
1165,2,Yes,Yes,No,Kondapur,Individual,No,15.843527217651921
1400,3,No,No,Yes,Malkajgiri,Apartment,No,15.955576839107596
2600,3,No,Yes,Yes,Somajiguda,Individual,Yes,16.811242881518265
1100,2,No,Yes,No,Miyapur,Apartment,No,15.473738825043979
1010,2,No,No,Yes,Malkajgiri,Apartment,No,15.201805169084134
970,2,Yes,Yes,No,Kukatpally,Apartment,No,15.474310090303488
1050,2,No,No,No,Kompally,Apartment,No,15.573368647930426
1130,2,No,No,No,Alwal,Apartment,No,15.44180578412161
2300,3,No,No,No,Bolarum,Individual,No,16.300417291085605
1015,2,No,No,Yes,Alwal,Apartment,No,15.068273812173887
2960,4,No,Yes,No,Shaikpet,Individual,Yes,17.05418904934434
1190,2,No,Yes,No,Mallapur,Apartment,No,15.687312888712007
1190,2,No,Yes,No,Mallapur,Apartment,No,15.607270193858982
1875,3,Yes,Yes,Yes,Shaikpet,Individual,Yes,16.58809934270405
1920,4,No,Yes,Yes,West Marredpally,Individual,Yes,16.785925074816024
1330,2,No,Yes,No,Alwal,Apartment,Yes,15.486984049287734
2350,3,Yes,Yes,Yes,Hitech City,Individual,Yes,16.785925074816024
1120,2,No,Yes,No,Pragathi Nagar Kukatpally,Apartment,No,15.38412668421143
1924,3,No,No,Yes,Madhapur,Individual,No,16.380459992348886
1575,3,No,Yes,No,Sri Nagar Colony,Apartment,Yes,16.13789837629371
2350,3,Yes,Yes,Yes,Hitech City,Individual,Yes,16.785925074816024
3000,4,No,Yes,Yes,Dilsukh Nagar,Individual,Yes,16.811242881518265
1350,3,No,No,Yes,Quthbullapur,Apartment,No,15.590463078367458
1580,3,No,Yes,No,Puppalaguda,Apartment,Yes,15.955576839107596
1200,2,No,No,Yes,Malkajgiri,Apartment,No,15.607270193858982
1050,2,No,Yes,No,Gajularamaram,Apartment,No,15.365198678306802
1090,2,No,Yes,No,Kukatpally,Apartment,No,15.80571110253419
1730,3,No,Yes,No,Kukatpally,Apartment,Yes,16.249123913364723
1535,3,Yes,Yes,No,Kondapur,Individual,Yes,16.061419579596063
1050,2,No,No,Yes,Alwal,Apartment,No,15.201805169084134
1300,2,No,No,No,Alwal,Apartment,No,15.511126350125648
1770,3,Yes,Yes,No,Kondapur,Individual,Yes,16.176364653421913
1430,3,No,No,No,Kompally,Apartment,No,15.830413711839864
1800,3,No,Yes,No,Kukatpally,Apartment,Yes,16.33320711122042
1530,3,No,No,Yes,Alwal,Apartment,No,15.869634419864939
1000,2,No,Yes,No,Miyapur,Apartment,No,15.38412668421143
1905,3,Yes,Yes,No,Kukatpally,Individual,Yes,16.06943058396391
1885,3,No,No,No,Kondapur,Individual,No,16.316946591670693
1885,3,No,No,No,Kondapur,Individual,No,16.325109901643454
1885,3,No,Yes,No,Kondapur,Individual,Yes,16.325109901643454
1560,3,No,No,Yes,Moosapet,Apartment,No,15.990262393084791
1190,2,No,Yes,Yes,Hafeezpet,Apartment,No,15.732286100508595
1450,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.04552506565036
1450,3,Yes,Yes,No,Kukatpally,Apartment,Yes,16.04552506565036
1050,2,No,Yes,No,Gajularamaram,Apartment,No,15.365198678306802
1875,3,No,No,Yes,Kondapur,Individual,No,16.300417291085605
1555,3,No,Yes,No,Gajularamaram,Apartment,Yes,15.751514805179436
900,2,No,No,No,Sainikpuri,Apartment,No,15.067988057145726
1418,3,No,Yes,No,Puppalaguda,Apartment,Yes,15.775605482856603
1125,2,No,Yes,No,Nizampet,Apartment,No,15.38412668421143
1515,3,No,Yes,No,Nizampet,Apartment,Yes,15.520258832020865
1600,3,No,Yes,No,Serilingampally,Apartment,Yes,15.830413711839864
1260,2,No,Yes,No,Serilingampally,Apartment,Yes,15.53827733427679
2848,4,No,Yes,No,Gachibowli,Individual,Yes,16.780783675579947
1492,2,No,Yes,No,Gachibowli,Individual,Yes,16.108853170519925
1283,2,No,Yes,No,Gachibowli,Individual,Yes,15.910579478591577
1410,2,No,Yes,No,Gachibowli,Individual,Yes,16.02488337900562
2000,3,No,Yes,No,Kondapur,Individual,Yes,16.454567959008102
1463,3,No,Yes,No,Manikonda,Apartment,Yes,15.76142084987672
1600,3,No,No,No,Kondapur,Individual,No,15.955576839107596
2600,3,No,No,Yes,Manikonda,Individual,No,16.648723960844016
840,1,No,Yes,Yes,West Marredpally,Apartment,No,14.731801689838349
1725,3,No,Yes,No,Manikonda,Apartment,Yes,15.967272877502799
1980,3,Yes,Yes,No,Banjara Hills,Individual,Yes,16.694709071442087
2085,3,Yes,Yes,No,Banjara Hills,Individual,Yes,16.744034135300748
2580,3,Yes,Yes,No,Banjara Hills,Individual,Yes,16.959662879739984
2185,3,Yes,Yes,No,Banjara Hills,Individual,Yes,16.791040175221152
1920,3,Yes,Yes,No,Banjara Hills,Individual,Yes,16.660419999923214
2210,3,Yes,Yes,No,Banjara Hills,Individual,Yes,16.801192546169812
1111,3,No,Yes,Yes,Qutub Shahi Tombs,Apartment,No,15.319588176962744
1161,2,No,Yes,No,Nizampet,Apartment,No,15.209525290176671
1500,3,No,Yes,No,Sainikpuri,Apartment,Yes,15.671652442396002
2021,2,No,Yes,No,Puppalaguda,Individual,Yes,15.894952224644102
1300,3,No,Yes,No,Manikonda,Apartment,Yes,15.46416937585933
1000,2,No,Yes,Yes,Malkajgiri,Apartment,No,15.201805169084134
1060,2,No,Yes,Yes,East Marredpally,Apartment,No,15.789591722875162
950,2,No,No,Yes,Nizampet,Apartment,No,14.978661680269905
1350,3,No,Yes,Yes,Kapra,Apartment,Yes,15.150511887854474
1600,3,No,Yes,Yes,Nagole,Apartment,Yes,15.607270193858982
1000,2,No,Yes,Yes,Nacharam,Apartment,No,15.068273812173887
1450,3,No,Yes,Yes,Nacharam,Apartment,Yes,15.424948670398354
1050,2,No,Yes,Yes,Kapra,Apartment,No,14.845130332288225
1150,2,No,Yes,Yes,Mallapur,Apartment,No,15.096444681204076
1900,3,No,Yes,Yes,Mallapur,Individual,Yes,15.894952224644102
1465,3,No,Yes,No,Nizampet,Apartment,Yes,15.431725653326563
1228,2,No,Yes,No,Nizampet,Apartment,Yes,15.262900253627391
1165,2,No,Yes,No,Nizampet,Apartment,No,15.212745106402389
1106,2,No,Yes,No,Nizampet,Apartment,No,15.163324192073592
1315,3,No,Yes,Yes,Mallapur,Apartment,Yes,15.068273812173887
3200,3,No,Yes,Yes,West Marredpally,Individual,Yes,16.811242881518265
1250,3,No,No,Yes,Nacharam,Apartment,No,15.38412668421143
1050,2,No,No,Yes,Toli Chowki,Apartment,No,15.319588176962744
1900,2,No,Yes,Yes,Mallapur,Individual,Yes,15.894952224644102
1096,2,No,Yes,No,Beeramguda,Apartment,No,15.150511887854474
1765,3,No,Yes,Yes,Habsiguda,Apartment,Yes,16.41820031748273
2021,2,No,No,No,Puppalaguda,Individual,No,15.894952224644102
1005,2,No,Yes,Yes,KTR Colony,Apartment,No,14.80876270134486
1750,3,No,No,Yes,Mallapur,Apartment,No,15.607270193858982
1100,2,No,Yes,No,Nizampet,Apartment,No,15.134596436770357
1200,2,No,Yes,No,Nizampet,Apartment,No,15.479436845076366
1160,2,No,Yes,No,Nizampet,Apartment,No,15.444751293772965
1060,2,No,No,No,Nizampet,Apartment,No,15.520258832020865
1506,3,No,Yes,No,AS Rao Nagar,Apartment,Yes,15.607270193858982
1165,2,No,Yes,No,Nizampet,Apartment,No,15.319588176962744
1471,3,No,Yes,Yes,Tarnaka,Apartment,Yes,15.687312888712007
1350,3,No,Yes,Yes,Nagole,Apartment,Yes,15.319588176962744
1850,3,No,No,No,Malkajgiri,Individual,No,16.128046080821385
1600,2,No,Yes,Yes,Mallapur,Apartment,Yes,15.520258832020865
1150,2,No,Yes,Yes,Mallapur,Apartment,No,15.150511887854474
1700,3,No,Yes,Yes,West Marredpally,Apartment,Yes,15.894952224644102
1765,3,No,Yes,Yes,Habsiguda,Apartment,Yes,16.41820031748273
1050,1,No,Yes,No,Mallampet,Apartment,No,14.914123179965662
1050,2,No,Yes,Yes,Nizampet,Apartment,No,14.978661680269905
1150,2,No,No,No,Nizampet,Apartment,No,15.039286283703992
990,2,No,No,Yes,East Marredpally,Apartment,No,15.76142084987672
1150,2,Yes,Yes,Yes,Nagole,Apartment,No,15.424948670398354
2400,3,Yes,Yes,Yes,Banjara Hills,Individual,Yes,16.906553056777135
1278,2,No,Yes,No,Manikonda,Apartment,Yes,15.607270193858982
1000,2,No,Yes,Yes,Nizampet,Apartment,No,15.009433329466965
987,2,No,No,Yes,East Marredpally,Apartment,No,15.747032114495013
1075,2,No,No,Yes,West Marredpally,Apartment,No,14.978661680269905
600,1,No,Yes,Yes,Kukatpally,Apartment,No,14.508658238524093
1400,3,No,No,Yes,Habsiguda,Apartment,No,15.76142084987672
1300,3,No,Yes,No,Puppalaguda,Apartment,Yes,15.341567078850604
1490,3,No,Yes,No,Manikonda,Apartment,Yes,15.76142084987672
1275,2,No,No,Yes,East Marredpally,Apartment,No,15.967156591685619
1000,2,No,No,Yes,Mallapur,Apartment,No,15.068273812173887
1050,2,No,Yes,No,Nizampet,Apartment,No,15.088076433867826
1450,3,No,No,Yes,Bollaram,Apartment,No,15.009433329466965
1376,2,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.723867323100071
1972,3,Yes,Yes,No,Appa Junction Peerancheru,Individual,Yes,16.083711327594724
1180,2,Yes,Yes,No,Appa Junction Peerancheru,Apartment,No,15.57026037450895
1554,3,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.845499347261581
1628,3,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.892073084253669
1274,2,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.64681136201791
1784,3,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.983535271966005
1788,3,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.985820725790715
1400,2,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.741217999702068
1966,3,Yes,Yes,No,Appa Junction Peerancheru,Individual,Yes,16.080705365549576
1502,3,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.811434747796755
1707,3,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.939447459090673
1642,3,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.90056146270942
1487,2,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.801465393800155
1633,3,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.89507721681663
1800,3,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.992532541361651
1877,3,Yes,Yes,No,Appa Junction Peerancheru,Individual,Yes,16.034388010615935
1524,2,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.826004003940422
1326,2,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.686851243779849
1465,2,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.786531490004252
1597,3,Yes,Yes,No,Appa Junction Peerancheru,Apartment,Yes,15.87283442218601
1265,2,No,Yes,No,Miyapur,Apartment,Yes,16.02103404830802
1945,3,No,Yes,No,Miyapur,Individual,Yes,16.128046080821385
1435,3,Yes,Yes,No,Kukatpally,Apartment,Yes,15.890190908138974
1925,3,No,Yes,No,Miyapur,Individual,Yes,16.357112630168974
1905,3,Yes,Yes,No,Kukatpally,Individual,Yes,16.185754392890075
1090,2,Yes,Yes,No,Kukatpally,Apartment,No,15.634885356352397
1230,2,Yes,Yes,No,Kukatpally,Apartment,Yes,15.746452091325665
1920,3,Yes,Yes,No,Kukatpally,Individual,Yes,16.185754392890075
1905,3,No,Yes,No,Miyapur,Individual,Yes,16.185754392890075
1170,1,Yes,Yes,No,Kukatpally,Apartment,No,15.645368476227361
1385,2,No,Yes,No,Appa Junction,Apartment,Yes,15.990262393084791
1390,2,No,Yes,No,Appa Junction,Apartment,Yes,16.012512999519057
1282,2,No,Yes,No,Appa Junction,Apartment,Yes,15.894827091830958
1020,1,No,Yes,No,Gajularamaram,Apartment,No,15.270397943976453
1935,3,No,Yes,No,Aminpur,Individual,Yes,16.118095750958314
1090,2,No,Yes,No,Kukatpally,Apartment,No,15.775464487021523
1630,3,No,Yes,No,Kondapur,Individual,Yes,16.1007461143733
1695,3,No,Yes,No,Kukatpally,Apartment,Yes,16.204273438942487
1080,2,No,Yes,No,Beeramguda,Apartment,No,15.068273812173887
1045,2,No,Yes,No,Krishna Reddy Pet,Apartment,No,15.009433329466965
1100,2,No,Yes,No,Krishna Reddy Pet,Apartment,No,14.978661680269905
1700,2,No,Yes,No,Moosapet,Apartment,Yes,16.204273438942487
1730,2,No,Yes,No,Moosapet,Apartment,Yes,16.222455756372646
1700,3,No,Yes,No,Kukatpally,Apartment,Yes,16.204273438942487
1050,2,No,Yes,No,Gajularamaram,Apartment,No,15.341567078850604
2400,4,No,Yes,Yes,Karmanghat,Individual,Yes,16.52356082573315
1214,2,No,Yes,No,Miyapur,Apartment,Yes,15.520258832020865
1840,3,No,Yes,No,Kukatpally,Individual,Yes,16.283610174181653
1620,3,Yes,Yes,No,Gajulramaram Kukatpally,Apartment,Yes,15.907127799061517
1125,2,Yes,Yes,No,Gajulramaram Kukatpally,Apartment,No,15.542376065115333
1368,3,Yes,Yes,No,Gajulramaram Kukatpally,Apartment,Yes,15.738005995422963
2115,3,Yes,Yes,No,Kokapet,Individual,Yes,16.166885910365842
1695,3,No,Yes,No,Kukatpally,Apartment,Yes,16.231424425551033
1125,1,No,Yes,No,Mallampet,Apartment,No,15.03190617858502
1170,2,No,Yes,No,Uppal,Apartment,No,15.520258832020865
1200,2,No,Yes,No,Miyapur,Apartment,No,15.250595321348806
902,2,No,Yes,No,LB Nagar,Apartment,No,15.36307327944622
1695,3,No,Yes,No,Kukatpally,Apartment,Yes,16.176364653421913
1200,2,No,Yes,Yes,Kondapur,Individual,No,15.687312888712007
1100,2,No,No,No,Krishna Reddy Pet,Apartment,No,15.096444681204076
1035,2,No,Yes,No,Krishna Reddy Pet,Apartment,No,15.009433329466965
1025,2,No,Yes,No,Krishna Reddy Pet,Apartment,No,15.009433329466965
1490,3,No,Yes,No,Narsingi,Apartment,Yes,15.90737474309945
1130,2,No,No,Yes,Manikonda,Apartment,No,15.319588176962744
1480,3,No,Yes,No,Puppalaguda,Apartment,Yes,16.001561947061912
1050,2,No,Yes,No,Gajularamaram,Apartment,No,15.365198678306802
1510,3,No,Yes,No,Khajaguda Nanakramguda Road,Apartment,Yes,15.90737474309945
1525,3,No,No,No,Kondapur,Individual,No,15.978833698567334
1523,2,No,No,Yes,Cherlapalli,Apartment,No,15.656060350091908
1200,3,No,No,No,Sainikpuri,Apartment,No,15.717618233614914
1620,3,No,No,No,Mallampet,Apartment,No,15.424948670398354
1500,1,No,Yes,Yes,Kachiguda,Apartment,Yes,16.118095750958314
1650,3,No,Yes,Yes,Manikonda,Apartment,Yes,15.830413711839864
1908,3,No,Yes,No,Jubilee Hills,Individual,Yes,16.52356082573315
1548,3,No,No,Yes,Tarnaka,Apartment,No,15.955576839107596
1725,3,No,No,No,Tarnaka,Apartment,No,15.52007699734118
1500,2,No,No,Yes,Tarnaka,Apartment,No,15.830413711839864
1430,2,No,Yes,No,Puppalaguda,Apartment,Yes,15.955576839107596
1050,2,No,No,No,Krishna Reddy Pet,Apartment,No,14.978661680269905
1294,2,No,Yes,No,Miyapur,Apartment,Yes,15.157853292787967
1100,2,No,No,No,Krishna Reddy Pet,Apartment,No,14.978661680269905
1025,2,No,No,No,Krishna Reddy Pet,Apartment,No,15.009433329466965
1035,2,No,No,No,Krishna Reddy Pet,Apartment,No,15.009130253332831
1085,2,No,Yes,No,Beeramguda,Apartment,No,15.068273812173887
1480,3,No,No,No,Attapur,Apartment,No,15.687312888712007
1100,2,No,Yes,No,Krishna Reddy Pet,Apartment,No,15.096444681204076
1920,3,No,No,No,Miyapur,Individual,No,16.185754392890075
1190,2,No,Yes,No,Miyapur,Apartment,No,15.964128404306168
1080,2,No,No,No,Beeramguda,Apartment,No,15.096444681204076
1465,3,No,Yes,No,Gajularamaram,Apartment,Yes,15.656060350091908
1050,2,No,Yes,No,Gajularamaram,Apartment,No,15.341567078850604
1538,3,Yes,Yes,No,Tellapur,Apartment,Yes,15.931645583580584
1678,3,Yes,Yes,No,Tellapur,Apartment,Yes,15.990262393084791
1678,3,Yes,Yes,No,Tellapur,Apartment,Yes,15.990262393084791
1695,3,No,Yes,No,Kukatpally,Apartment,Yes,16.231424425551033
1700,3,No,No,Yes,Himayat Nagar,Apartment,No,16.41820031748273
2000,3,No,Yes,Yes,Puppalaguda,Individual,Yes,16.118095750958314
1045,2,No,No,No,Krishna Reddy Pet,Apartment,No,15.009433329466965
1025,2,No,Yes,No,Krishna Reddy Pet,Apartment,No,15.009433329466965
1035,2,No,No,No,Krishna Reddy Pet,Apartment,No,15.009433329466965
1525,2,No,Yes,No,Kondapur,Individual,Yes,15.955576839107596
1361,3,No,Yes,No,Attapur,Apartment,Yes,15.687312888712007
1265,2,No,No,No,Miyapur,Apartment,No,16.02103404830802
1555,3,No,Yes,No,Gajularamaram,Apartment,Yes,15.702580358511794
1200,2,No,Yes,No,Kondapur,Individual,No,15.687312888712007
1681,3,No,No,No,Kondapur,Individual,No,16.13789837629371
1250,2,No,Yes,No,Kondapur,Individual,Yes,15.830413711839864
1050,2,No,Yes,No,Gajularamaram,Apartment,No,15.319588176962744
1700,3,No,Yes,No,Shaikpet,Apartment,Yes,16.213405921671733
1170,2,No,Yes,Yes,Rhoda Mistri Nagar,Apartment,No,15.645368476227361
607,1,No,No,No,Miyapur,Apartment,No,14.914123179965662
990,1,No,Yes,No,Gachibowli,Individual,No,15.894952224644102
1000,2,No,Yes,Yes,Toli Chowki,Apartment,No,15.201805169084134
1565,3,No,No,No,Uppal,Apartment,No,15.640060011305629
1630,3,No,No,No,Habsiguda,Apartment,No,16.213405921671733
1100,2,No,No,Yes,Bandlaguda Jagir,Apartment,No,15.123843647884685
682,1,No,No,No,Uppal,Apartment,No,14.80876270134486
1245,2,No,No,No,Tarnaka,Apartment,No,15.830280236283526
1500,3,No,Yes,Yes,Kondapur,Individual,Yes,15.955576839107596
900,2,No,No,Yes,Nallakunta,Apartment,No,14.914123179965662
1320,3,No,Yes,Yes,Zamistanpur,Apartment,Yes,15.732433317205148
1530,3,No,Yes,Yes,Zamistanpur,Apartment,Yes,15.830413711839864
1190,2,Yes,Yes,No,Kukatpally,Apartment,No,15.964128404306168
1539,3,No,Yes,Yes,Neknampur,Apartment,Yes,16.012512999519057
1641,2,No,Yes,No,Puppalaguda,Apartment,Yes,15.88237344401952
1640,2,No,Yes,No,Puppalaguda,Apartment,Yes,15.88237344401952
1402,1,No,Yes,No,Puppalaguda,Apartment,Yes,15.717618233614914
1401,1,No,Yes,No,Puppalaguda,Apartment,Yes,15.717618233614914
1050,2,No,Yes,No,Gajularamaram,Apartment,No,15.341567078850604
1555,3,No,Yes,No,Gajularamaram,Apartment,Yes,15.702580358511794
1008,2,No,Yes,No,Bachupally,Apartment,No,15.150511887854474
1050,2,No,Yes,No,Gajularamaram,Apartment,No,15.341567078850604
1350,3,No,Yes,No,Manikonda,Apartment,Yes,15.919644834185693
1188,2,No,Yes,Yes,Sanath Nagar,Apartment,No,16.454567959008102
1199,2,Yes,Yes,No,Tellapur,Apartment,No,15.640060011305629
1538,3,No,No,No,Gachibowli,Individual,No,15.967272877502799
1115,2,No,Yes,No,Miyapur,Apartment,No,15.90366416416186
1568,3,No,Yes,No,Darga Khaliz Khan,Apartment,Yes,16.012735246411598
1568,3,No,Yes,No,Appa Junction,Apartment,Yes,16.012735246411598
1794,3,No,Yes,No,Appa Junction,Apartment,Yes,16.128046080821385
1530,2,No,Yes,Yes,Manikonda,Apartment,Yes,15.869634419864939
1953,2,Yes,Yes,No,Gachibowli,Individual,Yes,16.496532155171714
3434,4,Yes,Yes,No,Gachibowli,Individual,Yes,17.073607134447293
1580,3,No,Yes,Yes,Puppalaguda,Apartment,Yes,16.097893045681612
1815,3,No,Yes,No,Kondapur,Individual,Yes,16.176364653421913
1905,3,No,Yes,No,Aminpur,Individual,Yes,16.108651293079234
1695,2,No,Yes,No,Moosapet,Apartment,Yes,16.204273438942487
1090,1,No,Yes,No,Moosapet,Apartment,No,15.775464487021523
1555,2,No,Yes,No,Gajularamaram,Apartment,Yes,15.59198733956117
1265,2,No,Yes,No,Aminpur,Apartment,Yes,15.875132099697026
1115,2,No,Yes,No,Miyapur,Apartment,No,15.841287575058416
1555,3,No,Yes,No,Gajularamaram,Apartment,Yes,15.702580358511794
1390,2,No,Yes,No,Appa Junction,Apartment,Yes,16.012735246411598
1799,3,No,Yes,No,Appa Junction,Apartment,Yes,16.128046080821385
1638,3,No,Yes,No,Appa Junction,Apartment,Yes,16.045309988782673
1638,3,No,Yes,No,Appa Junction,Apartment,Yes,16.04552506565036
1638,3,No,Yes,No,Darga Khaliz Khan,Apartment,Yes,16.04552506565036
1200,2,No,No,Yes,Chintalmet,Apartment,No,15.163583966004193
1200,3,No,No,Yes,Attapur,Apartment,No,14.978661680269905
